"Time","Frequency (Hz)","Level (dBµV)","Level_1 (dBµV)","Level_2 (dBµV)","Level_3 (dBµV)","Value Count","File Info"
"10/12/2021  15:35:00.000","  2314300000","  81.9","-1e+040","  81.9","  81.9","1",
"10/12/2021  15:35:00.000","  2314350000","  79.7","-1e+040","  79.7","  79.7","1",
"10/12/2021  15:35:00.000","  2314400000","  77.3","-1e+040","  77.3","  77.3","1",
"10/12/2021  15:35:00.000","  2314450000","  76.9","-1e+040","  76.9","  76.9","1",
"10/12/2021  15:35:00.000","  2314500000","  78.8","-1e+040","  78.8","  78.8","1",
"10/12/2021  15:35:00.000","  2314550000","  78.6","-1e+040","  78.6","  78.6","1",
"10/12/2021  15:35:00.000","  2314600000","  79.6","-1e+040","  79.6","  79.6","1",
"10/12/2021  15:35:00.000","  2314650000","  80.5","-1e+040","  80.5","  80.5","1",
"10/12/2021  15:35:00.000","  2314700000","  82.9","-1e+040","  82.9","  82.9","1",
"10/12/2021  15:35:00.000","  2314750000","  84.6","-1e+040","  84.6","  84.6","1",
"10/12/2021  15:35:00.000","  2314800000","  83.4","-1e+040","  83.4","  83.4","1",
"10/12/2021  15:35:00.000","  2314850000","  81.6","-1e+040","  81.6","  81.6","1",
"10/12/2021  15:35:00.000","  2314900000","  81.0","-1e+040","  81.0","  81.0","1",
"10/12/2021  15:35:00.000","  2314950000","  80.0","-1e+040","  80.0","  80.0","1",
"10/12/2021  15:35:00.000","  2315000000","  78.0","-1e+040","  78.0","  78.0","1",
"10/12/2021  15:35:00.000","  2315050000","  78.1","-1e+040","  78.1","  78.1","1",
"10/12/2021  15:35:00.000","  2315100000","  80.9","-1e+040","  80.9","  80.9","1",
"10/12/2021  15:35:00.000","  2315150000","  78.2","-1e+040","  78.2","  78.2","1",
"10/12/2021  15:35:00.000","  2315200000","  79.2","-1e+040","  79.2","  79.2","1",
"10/12/2021  15:35:00.000","  2315250000","  80.7","-1e+040","  80.7","  80.7","1",
"10/12/2021  15:35:00.000","  2315300000","  81.1","-1e+040","  81.1","  81.1","1",
"10/12/2021  15:35:00.000","  2315350000","  81.5","-1e+040","  81.5","  81.5","1",
"10/12/2021  15:35:00.000","  2315400000","  80.9","-1e+040","  80.9","  80.9","1",
"10/12/2021  15:35:00.000","  2315450000","  80.2","-1e+040","  80.2","  80.2","1",
"10/12/2021  15:35:00.000","  2315500000","  79.7","-1e+040","  79.7","  79.7","1",
"10/12/2021  15:35:00.000","  2315550000","  77.3","-1e+040","  77.3","  77.3","1",
"10/12/2021  15:35:00.000","  2315600000","  77.6","-1e+040","  77.6","  77.6","1",
"10/12/2021  15:35:00.000","  2315650000","  77.3","-1e+040","  77.3","  77.3","1",
"10/12/2021  15:35:00.000","  2315700000","  77.3","-1e+040","  77.3","  77.3","1",
"10/12/2021  15:35:00.000","  2315750000","  80.3","-1e+040","  80.3","  80.3","1",
"10/12/2021  15:35:00.000","  2315800000","  80.5","-1e+040","  80.5","  80.5","1",
"10/12/2021  15:35:00.000","  2315850000","  80.7","-1e+040","  80.7","  80.7","1",
"10/12/2021  15:35:00.000","  2315900000","  80.0","-1e+040","  80.0","  80.0","1",
"10/12/2021  15:35:00.000","  2315950000","  80.8","-1e+040","  80.8","  80.8","1",
"10/12/2021  15:35:00.000","  2316000000","  81.4","-1e+040","  81.4","  81.4","1",
"10/12/2021  15:35:00.000","  2316050000","  79.3","-1e+040","  79.3","  79.3","1",
"10/12/2021  15:35:00.000","  2316100000","  79.6","-1e+040","  79.6","  79.6","1",
"10/12/2021  15:35:00.000","  2316150000","  78.7","-1e+040","  78.7","  78.7","1",
"10/12/2021  15:35:00.000","  2316200000","  77.0","-1e+040","  77.0","  77.0","1",
"10/12/2021  15:35:00.000","  2316250000","  78.6","-1e+040","  78.6","  78.6","1",
"10/12/2021  15:35:00.000","  2316300000","  77.9","-1e+040","  77.9","  77.9","1",
"10/12/2021  15:35:00.000","  2316350000","  80.0","-1e+040","  80.0","  80.0","1",
"10/12/2021  15:35:00.000","  2316400000","  80.5","-1e+040","  80.5","  80.5","1",
"10/12/2021  15:35:00.000","  2316450000","  79.1","-1e+040","  79.1","  79.1","1",
"10/12/2021  15:35:00.000","  2316500000","  80.5","-1e+040","  80.5","  80.5","1",
"10/12/2021  15:35:00.000","  2316550000","  79.9","-1e+040","  79.9","  79.9","1",
"10/12/2021  15:35:00.000","  2316600000","  78.9","-1e+040","  78.9","  78.9","1",
"10/12/2021  15:35:00.000","  2316650000","  78.8","-1e+040","  78.8","  78.8","1",
"10/12/2021  15:35:00.000","  2316700000","  80.2","-1e+040","  80.2","  80.2","1",
"10/12/2021  15:35:00.000","  2316750000","  79.6","-1e+040","  79.6","  79.6","1",
"10/12/2021  15:35:00.000","  2316800000","  78.9","-1e+040","  78.9","  78.9","1",
"10/12/2021  15:35:00.000","  2316850000","  77.9","-1e+040","  77.9","  77.9","1",
"10/12/2021  15:35:00.000","  2316900000","  79.7","-1e+040","  79.7","  79.7","1",
"10/12/2021  15:35:00.000","  2316950000","  79.3","-1e+040","  79.3","  79.3","1",
"10/12/2021  15:35:00.000","  2317000000","  78.1","-1e+040","  78.1","  78.1","1",
"10/12/2021  15:35:00.000","  2317050000","  78.9","-1e+040","  78.9","  78.9","1",
"10/12/2021  15:35:00.000","  2317100000","  79.4","-1e+040","  79.4","  79.4","1",
"10/12/2021  15:35:00.000","  2317150000","  78.0","-1e+040","  78.0","  78.0","1",
"10/12/2021  15:35:00.000","  2317200000","  75.6","-1e+040","  75.6","  75.6","1",
"10/12/2021  15:35:00.000","  2317250000","  77.2","-1e+040","  77.2","  77.2","1",
"10/12/2021  15:35:00.000","  2317300000","  79.5","-1e+040","  79.5","  79.5","1",
"10/12/2021  15:35:00.000","  2317350000","  81.9","-1e+040","  81.9","  81.9","1",
"10/12/2021  15:35:00.000","  2317400000","  81.6","-1e+040","  81.6","  81.6","1",
"10/12/2021  15:35:00.000","  2317450000","  81.2","-1e+040","  81.2","  81.2","1",
"10/12/2021  15:35:00.000","  2317500000","  81.5","-1e+040","  81.5","  81.5","1",
"10/12/2021  15:35:00.000","  2317550000","  80.4","-1e+040","  80.4","  80.4","1",
"10/12/2021  15:35:00.000","  2317600000","  76.4","-1e+040","  76.4","  76.4","1",
"10/12/2021  15:35:00.000","  2317650000","  72.9","-1e+040","  72.9","  72.9","1",
"10/12/2021  15:35:00.000","  2317700000","  71.8","-1e+040","  71.8","  71.8","1",
"10/12/2021  15:35:00.000","  2317750000","  71.4","-1e+040","  71.4","  71.4","1",
"10/12/2021  15:35:00.000","  2317800000","  71.4","-1e+040","  71.4","  71.4","1",
"10/12/2021  15:35:00.000","  2317850000","  71.6","-1e+040","  71.6","  71.6","1",
"10/12/2021  14:50:00.000","  2317900000","  70.6","   7.7","  37.3","  80.7","28",
"10/12/2021  14:50:00.000","  2317950000","  70.7","   7.8","  36.6","  81.0","28",
"10/12/2021  15:35:00.000","  2318000000","  71.6","-1e+040","  71.6","  71.6","1",
"10/12/2021  15:35:00.000","  2318050000","  72.6","-1e+040","  72.6","  72.6","1",
"10/12/2021  15:35:00.000","  2318100000","  72.5","-1e+040","  72.5","  72.5","1",
"10/12/2021  15:35:00.000","  2318150000","  72.6","-1e+040","  72.6","  72.6","1",
"10/12/2021  15:35:00.000","  2318200000","  73.2","-1e+040","  73.2","  73.2","1",
"10/12/2021  15:35:00.000","  2318250000","  73.1","-1e+040","  73.1","  73.1","1",
"10/12/2021  15:35:00.000","  2318300000","  71.0","-1e+040","  71.0","  71.0","1",
"10/12/2021  14:50:00.000","  2318350000","  70.4","   7.9","  35.5","  80.3","28",
"10/12/2021  14:50:00.000","  2318400000","  70.4","   7.9","  36.5","  80.7","28",
"10/12/2021  15:35:00.000","  2318450000","  71.0","-1e+040","  71.0","  71.0","1",
"10/12/2021  15:35:00.000","  2318500000","  72.0","-1e+040","  72.0","  72.0","1",
"10/12/2021  15:35:00.000","  2318550000","  70.7","-1e+040","  70.7","  70.7","1",
"10/12/2021  15:35:00.000","  2318600000","  71.6","-1e+040","  71.6","  71.6","1",
"10/12/2021  15:35:00.000","  2318650000","  73.3","-1e+040","  73.3","  73.3","1",
"10/12/2021  15:35:00.000","  2318700000","  73.5","-1e+040","  73.5","  73.5","1",
"10/12/2021  15:35:00.000","  2318750000","  73.2","-1e+040","  73.2","  73.2","1",
"10/12/2021  15:35:00.000","  2318800000","  73.6","-1e+040","  73.6","  73.6","1",
"10/12/2021  15:35:00.000","  2318850000","  74.5","-1e+040","  74.5","  74.5","1",
"10/12/2021  15:35:00.000","  2318900000","  73.9","-1e+040","  73.9","  73.9","1",
"10/12/2021  15:35:00.000","  2318950000","  71.9","-1e+040","  71.9","  71.9","1",
"10/12/2021  15:35:00.000","  2319000000","  71.3","-1e+040","  71.3","  71.3","1",
"10/12/2021  15:35:00.000","  2319050000","  68.7","-1e+040","  68.7","  68.7","1",
"10/12/2021  15:35:00.000","  2319100000","  64.5","-1e+040","  64.5","  64.5","1",
"10/12/2021  15:35:00.000","  2319150000","  63.6","-1e+040","  63.6","  63.6","1",
"10/12/2021  15:35:00.000","  2319200000","  63.8","-1e+040","  63.8","  63.8","1",
"10/12/2021  15:35:00.000","  2319250000","  64.1","-1e+040","  64.1","  64.1","1",
"10/12/2021  15:35:00.000","  2319300000","  64.7","-1e+040","  64.7","  64.7","1",
"10/12/2021  15:35:00.000","  2319350000","  64.4","-1e+040","  64.4","  64.4","1",
"10/12/2021  15:35:00.000","  2319400000","  65.3","-1e+040","  65.3","  65.3","1",
"10/12/2021  15:35:00.000","  2319450000","  65.9","-1e+040","  65.9","  65.9","1",
"10/12/2021  15:35:00.000","  2319500000","  65.7","-1e+040","  65.7","  65.7","1",
"10/12/2021  15:35:00.000","  2319550000","  65.4","-1e+040","  65.4","  65.4","1",
"10/12/2021  15:35:00.000","  2319600000","  63.0","-1e+040","  63.0","  63.0","1",
"10/12/2021  15:35:00.000","  2319650000","  62.3","-1e+040","  62.3","  62.3","1",
"10/12/2021  15:35:00.000","  2319700000","  63.1","-1e+040","  63.1","  63.1","1",
"10/12/2021  15:35:00.000","  2319750000","  64.3","-1e+040","  64.3","  64.3","1",
"10/12/2021  15:35:00.000","  2319800000","  65.1","-1e+040","  65.1","  65.1","1",
"10/12/2021  15:35:00.000","  2319850000","  63.8","-1e+040","  63.8","  63.8","1",
"10/12/2021  15:35:00.000","  2319900000","  64.0","-1e+040","  64.0","  64.0","1",
"10/12/2021  15:35:00.000","  2319950000","  62.1","-1e+040","  62.1","  62.1","1",
"10/12/2021  15:35:00.000","  2320000000","  64.7","-1e+040","  64.7","  64.7","1",
"10/12/2021  15:35:00.000","  2320050000","  67.2","-1e+040","  67.2","  67.2","1",
"10/12/2021  15:35:00.000","  2320100000","  67.0","-1e+040","  67.0","  67.0","1",
"10/12/2021  15:35:00.000","  2320150000","  66.6","-1e+040","  66.6","  66.6","1",
"10/12/2021  15:35:00.000","  2320200000","  65.9","-1e+040","  65.9","  65.9","1",
"10/12/2021  15:35:00.000","  2320250000","  64.3","-1e+040","  64.3","  64.3","1",
"10/12/2021  15:35:00.000","  2320300000","  63.3","-1e+040","  63.3","  63.3","1",
"10/12/2021  15:35:00.000","  2320350000","  64.6","-1e+040","  64.6","  64.6","1",
"10/12/2021  15:35:00.000","  2320400000","  65.7","-1e+040","  65.7","  65.7","1",
"10/12/2021  15:35:00.000","  2320450000","  67.5","-1e+040","  67.5","  67.5","1",
"10/12/2021  15:35:00.000","  2320500000","  67.8","-1e+040","  67.8","  67.8","1",
"10/12/2021  15:35:00.000","  2320550000","  66.9","-1e+040","  66.9","  66.9","1",
"10/12/2021  15:35:00.000","  2320600000","  66.1","-1e+040","  66.1","  66.1","1",
"10/12/2021  15:35:00.000","  2320650000","  57.4","-1e+040","  57.4","  57.4","1",
"10/12/2021  15:00:00.000","  2320700000","  57.9","  10.8","  30.0","  71.7","55",
"10/12/2021  15:00:00.000","  2320750000","  63.7","  13.7","  29.4","  78.9","55",
"10/12/2021  15:00:00.000","  2320800000","  69.7","  15.7","  28.3","  86.2","55",
"10/12/2021  15:00:00.000","  2320850000","  71.8","  16.2","  28.4","  88.0","55",
"10/12/2021  15:00:00.000","  2320900000","  72.3","  16.1","  29.8","  89.1","55",
"10/12/2021  15:35:00.000","  2320950000","  72.8","-1e+040","  72.8","  72.8","1",
"10/12/2021  15:00:00.000","  2321000000","  72.3","  16.1","  29.0","  88.9","55",
"10/12/2021  15:00:00.000","  2321050000","  72.4","  16.3","  29.2","  88.6","55",
"10/12/2021  15:00:00.000","  2321100000","  72.4","  16.4","  28.9","  89.6","55",
"10/12/2021  15:00:00.000","  2321150000","  72.3","  16.2","  28.4","  89.3","55",
"10/12/2021  15:00:00.000","  2321200000","  72.1","  16.3","  28.0","  88.8","55",
"10/12/2021  15:00:00.000","  2321250000","  72.1","  16.1","  28.2","  89.0","55",
"10/12/2021  15:00:00.000","  2321300000","  72.1","  16.1","  28.4","  88.2","55",
"10/12/2021  15:00:00.000","  2321350000","  71.9","  16.1","  30.0","  87.6","55",
"10/12/2021  15:00:00.000","  2321400000","  72.0","  16.1","  29.8","  87.9","55",
"10/12/2021  15:00:00.000","  2321450000","  72.1","  16.1","  29.4","  88.7","55",
"10/12/2021  15:00:00.000","  2321500000","  72.1","  15.7","  30.5","  86.6","55",
"10/12/2021  15:00:00.000","  2321550000","  71.5","  15.2","  29.2","  85.8","55",
"10/12/2021  15:00:00.000","  2321600000","  70.8","  15.2","  30.2","  85.4","55",
"10/12/2021  15:35:00.000","  2321650000","  71.2","-1e+040","  71.2","  71.2","1",
"10/12/2021  15:35:00.000","  2321700000","  72.1","-1e+040","  72.1","  72.1","1",
"10/12/2021  15:35:00.000","  2321750000","  72.3","-1e+040","  72.3","  72.3","1",
"10/12/2021  15:35:00.000","  2321800000","  70.8","-1e+040","  70.8","  70.8","1",
"10/12/2021  15:00:00.000","  2321850000","  70.4","  15.0","  30.3","  85.9","55",
"10/12/2021  15:00:00.000","  2321900000","  70.2","  15.3","  28.7","  87.2","55",
"10/12/2021  15:00:00.000","  2321950000","  70.3","  15.6","  28.1","  86.8","55",
"10/12/2021  15:00:00.000","  2322000000","  70.2","  15.4","  30.2","  86.3","55",
"10/12/2021  15:00:00.000","  2322050000","  70.3","  15.1","  30.2","  86.1","55",
"10/12/2021  15:00:00.000","  2322100000","  70.3","  15.1","  29.8","  85.5","55",
"10/12/2021  15:35:00.000","  2322150000","  70.4","-1e+040","  70.4","  70.4","1",
"10/12/2021  15:35:00.000","  2322200000","  71.3","-1e+040","  71.3","  71.3","1",
"10/12/2021  15:35:00.000","  2322250000","  71.4","-1e+040","  71.4","  71.4","1",
"10/12/2021  15:35:00.000","  2322300000","  71.3","-1e+040","  71.3","  71.3","1",
"10/12/2021  15:35:00.000","  2322350000","  71.2","-1e+040","  71.2","  71.2","1",
"10/12/2021  15:35:00.000","  2322400000","  70.9","-1e+040","  70.9","  70.9","1",
"10/12/2021  15:35:00.000","  2322450000","  70.4","-1e+040","  70.4","  70.4","1",
"10/12/2021  15:00:00.000","  2322500000","  70.1","  14.8","  30.6","  85.8","55",
"10/12/2021  15:35:00.000","  2322550000","  70.3","-1e+040","  70.3","  70.3","1",
"10/12/2021  15:35:00.000","  2322600000","  70.2","-1e+040","  70.2","  70.2","1",
"10/12/2021  15:35:00.000","  2322650000","  70.7","-1e+040","  70.7","  70.7","1",
"10/12/2021  15:35:00.000","  2322700000","  73.5","-1e+040","  73.5","  73.5","1",
"10/12/2021  15:35:00.000","  2322750000","  73.4","-1e+040","  73.4","  73.4","1",
"10/12/2021  15:35:00.000","  2322800000","  72.3","-1e+040","  72.3","  72.3","1",
"10/12/2021  15:35:00.000","  2322850000","  72.0","-1e+040","  72.0","  72.0","1",
"10/12/2021  15:35:00.000","  2322900000","  70.8","-1e+040","  70.8","  70.8","1",
"10/12/2021  15:00:00.000","  2322950000","  69.4","  14.2","  28.2","  86.3","55",
"10/12/2021  15:00:00.000","  2323000000","  69.1","  14.2","  29.0","  86.3","55",
"10/12/2021  15:00:00.000","  2323050000","  69.1","  13.9","  29.0","  85.9","55",
"10/12/2021  15:00:00.000","  2323100000","  69.4","  13.7","  30.0","  85.3","55",
"10/12/2021  15:00:00.000","  2323150000","  69.1","  13.8","  30.6","  84.8","55",
"10/12/2021  15:00:00.000","  2323200000","  69.1","  13.9","  29.7","  86.1","55",
"10/12/2021  15:35:00.000","  2323250000","  69.8","-1e+040","  69.8","  69.8","1",
"10/12/2021  15:35:00.000","  2323300000","  70.2","-1e+040","  70.2","  70.2","1",
"10/12/2021  15:35:00.000","  2323350000","  70.3","-1e+040","  70.3","  70.3","1",
"10/12/2021  15:00:00.000","  2323400000","  68.6","  14.1","  29.8","  84.8","55",
"10/12/2021  15:00:00.000","  2323450000","  68.8","  13.9","  30.1","  85.1","55",
"10/12/2021  15:35:00.000","  2323500000","  69.1","-1e+040","  69.1","  69.1","1",
"10/12/2021  15:35:00.000","  2323550000","  69.3","-1e+040","  69.3","  69.3","1",
"10/12/2021  15:00:00.000","  2323600000","  69.0","  14.1","  31.2","  86.7","55",
"10/12/2021  15:00:00.000","  2323650000","  69.2","  14.0","  31.6","  85.7","55",
"10/12/2021  15:00:00.000","  2323700000","  69.0","  14.3","  30.1","  84.9","55",
"10/12/2021  15:35:00.000","  2323750000","  69.1","-1e+040","  69.1","  69.1","1",
"10/12/2021  15:35:00.000","  2323800000","  69.9","-1e+040","  69.9","  69.9","1",
"10/12/2021  15:35:00.000","  2323850000","  70.4","-1e+040","  70.4","  70.4","1",
"10/12/2021  15:35:00.000","  2323900000","  70.3","-1e+040","  70.3","  70.3","1",
"10/12/2021  15:35:00.000","  2323950000","  70.5","-1e+040","  70.5","  70.5","1",
"10/12/2021  15:35:00.000","  2324000000","  69.5","-1e+040","  69.5","  69.5","1",
"10/12/2021  15:35:00.000","  2324050000","  70.2","-1e+040","  70.2","  70.2","1",
"10/12/2021  15:35:00.000","  2324100000","  69.5","-1e+040","  69.5","  69.5","1",
"10/12/2021  15:00:00.000","  2324150000","  68.9","  14.6","  30.7","  84.9","55",
"10/12/2021  15:00:00.000","  2324200000","  68.7","  14.2","  30.6","  85.0","55",
"10/12/2021  15:35:00.000","  2324250000","  69.5","-1e+040","  69.5","  69.5","1",
"10/12/2021  15:35:00.000","  2324300000","  70.1","-1e+040","  70.1","  70.1","1",
"10/12/2021  15:35:00.000","  2324350000","  71.2","-1e+040","  71.2","  71.2","1",
"10/12/2021  15:35:00.000","  2324400000","  71.3","-1e+040","  71.3","  71.3","1",
"10/12/2021  15:35:00.000","  2324450000","  70.3","-1e+040","  70.3","  70.3","1",
"10/12/2021  15:35:00.000","  2324500000","  71.2","-1e+040","  71.2","  71.2","1",
"10/12/2021  15:35:00.000","  2324550000","  69.8","-1e+040","  69.8","  69.8","1",
"10/12/2021  15:00:00.000","  2324600000","  69.0","  14.3","  29.9","  85.2","55",
"10/12/2021  15:00:00.000","  2324650000","  69.3","  14.2","  30.1","  85.2","55",
"10/12/2021  15:35:00.000","  2324700000","  69.2","-1e+040","  69.2","  69.2","1",
"10/12/2021  15:35:00.000","  2324750000","  69.7","-1e+040","  69.7","  69.7","1",
"10/12/2021  15:35:00.000","  2324800000","  69.9","-1e+040","  69.9","  69.9","1",
"10/12/2021  15:35:00.000","  2324850000","  69.4","-1e+040","  69.4","  69.4","1",
"10/12/2021  15:35:00.000","  2324900000","  69.9","-1e+040","  69.9","  69.9","1",
"10/12/2021  15:35:00.000","  2324950000","  71.3","-1e+040","  71.3","  71.3","1",
"10/12/2021  15:35:00.000","  2325000000","  71.8","-1e+040","  71.8","  71.8","1",
"10/12/2021  15:35:00.000","  2325050000","  71.8","-1e+040","  71.8","  71.8","1",
"10/12/2021  15:35:00.000","  2325100000","  71.5","-1e+040","  71.5","  71.5","1",
"10/12/2021  15:35:00.000","  2325150000","  70.9","-1e+040","  70.9","  70.9","1",
"10/12/2021  15:00:00.000","  2325200000","  70.1","  14.6","  30.7","  84.9","55",
"10/12/2021  15:00:00.000","  2325250000","  70.1","  14.4","  31.4","  84.6","55",
"10/12/2021  15:00:00.000","  2325300000","  69.9","  14.7","  31.6","  84.7","55",
"10/12/2021  15:00:00.000","  2325350000","  69.9","  15.0","  30.0","  85.2","55",
"10/12/2021  15:35:00.000","  2325400000","  71.0","-1e+040","  71.0","  71.0","1",
"10/12/2021  15:35:00.000","  2325450000","  71.4","-1e+040","  71.4","  71.4","1",
"10/12/2021  15:35:00.000","  2325500000","  72.1","-1e+040","  72.1","  72.1","1",
"10/12/2021  15:35:00.000","  2325550000","  71.9","-1e+040","  71.9","  71.9","1",
"10/12/2021  15:35:00.000","  2325600000","  72.3","-1e+040","  72.3","  72.3","1",
"10/12/2021  15:35:00.000","  2325650000","  72.7","-1e+040","  72.7","  72.7","1",
"10/12/2021  15:35:00.000","  2325700000","  72.3","-1e+040","  72.3","  72.3","1",
"10/12/2021  15:35:00.000","  2325750000","  71.6","-1e+040","  71.6","  71.6","1",
"10/12/2021  15:35:00.000","  2325800000","  71.5","-1e+040","  71.5","  71.5","1",
"10/12/2021  15:35:00.000","  2325850000","  71.8","-1e+040","  71.8","  71.8","1",
"10/12/2021  15:00:00.000","  2325900000","  70.6","  14.5","  31.3","  85.9","55",
"10/12/2021  15:00:00.000","  2325950000","  70.4","  14.7","  30.7","  85.8","55",
"10/12/2021  15:35:00.000","  2326000000","  70.4","-1e+040","  70.4","  70.4","1",
"10/12/2021  15:00:00.000","  2326050000","  70.3","  14.4","  31.4","  85.7","55",
"10/12/2021  15:35:00.000","  2326100000","  70.6","-1e+040","  70.6","  70.6","1",
"10/12/2021  15:35:00.000","  2326150000","  71.2","-1e+040","  71.2","  71.2","1",
"10/12/2021  15:35:00.000","  2326200000","  71.5","-1e+040","  71.5","  71.5","1",
"10/12/2021  15:35:00.000","  2326250000","  72.3","-1e+040","  72.3","  72.3","1",
"10/12/2021  15:35:00.000","  2326300000","  71.0","-1e+040","  71.0","  71.0","1",
"10/12/2021  15:00:00.000","  2326350000","  70.3","  14.7","  30.7","  87.3","55",
"10/12/2021  15:00:00.000","  2326400000","  70.4","  14.8","  31.3","  87.9","55",
"10/12/2021  15:35:00.000","  2326450000","  70.3","-1e+040","  70.3","  70.3","1",
"10/12/2021  15:00:00.000","  2326500000","  70.3","  15.1","  30.9","  86.8","55",
"10/12/2021  15:00:00.000","  2326550000","  70.7","  15.0","  31.0","  85.6","55",
"10/12/2021  15:35:00.000","  2326600000","  71.7","-1e+040","  71.7","  71.7","1",
"10/12/2021  15:35:00.000","  2326650000","  71.9","-1e+040","  71.9","  71.9","1",
"10/12/2021  15:35:00.000","  2326700000","  71.9","-1e+040","  71.9","  71.9","1",
"10/12/2021  15:35:00.000","  2326750000","  71.8","-1e+040","  71.8","  71.8","1",
"10/12/2021  15:35:00.000","  2326800000","  71.4","-1e+040","  71.4","  71.4","1",
"10/12/2021  15:35:00.000","  2326850000","  70.7","-1e+040","  70.7","  70.7","1",
"10/12/2021  15:35:00.000","  2326900000","  70.4","-1e+040","  70.4","  70.4","1",
"10/12/2021  15:35:00.000","  2326950000","  70.6","-1e+040","  70.6","  70.6","1",
"10/12/2021  15:00:00.000","  2327000000","  70.0","  14.8","  29.9","  85.7","55",
"10/12/2021  15:00:00.000","  2327050000","  70.0","  15.0","  29.3","  86.0","55",
"10/12/2021  15:00:00.000","  2327100000","  69.7","  14.7","  30.4","  86.0","55",
"10/12/2021  15:00:00.000","  2327150000","  69.7","  14.9","  29.7","  86.0","55",
"10/12/2021  15:35:00.000","  2327200000","  71.6","-1e+040","  71.6","  71.6","1",
"10/12/2021  15:35:00.000","  2327250000","  71.8","-1e+040","  71.8","  71.8","1",
"10/12/2021  15:35:00.000","  2327300000","  70.3","-1e+040","  70.3","  70.3","1",
"10/12/2021  15:00:00.000","  2327350000","  69.5","  14.5","  29.4","  86.2","55",
"10/12/2021  15:35:00.000","  2327400000","  69.6","-1e+040","  69.6","  69.6","1",
"10/12/2021  15:00:00.000","  2327450000","  69.4","  14.5","  30.5","  86.0","55",
"10/12/2021  15:00:00.000","  2327500000","  69.6","  14.4","  30.7","  85.9","55",
"10/12/2021  15:00:00.000","  2327550000","  69.6","  14.3","  30.1","  85.7","55",
"10/12/2021  15:00:00.000","  2327600000","  69.5","  14.4","  29.1","  85.4","55",
"10/12/2021  15:00:00.000","  2327650000","  69.4","  14.4","  29.0","  86.6","55",
"10/12/2021  15:35:00.000","  2327700000","  69.9","-1e+040","  69.9","  69.9","1",
"10/12/2021  15:35:00.000","  2327750000","  70.7","-1e+040","  70.7","  70.7","1",
"10/12/2021  15:35:00.000","  2327800000","  70.6","-1e+040","  70.6","  70.6","1",
"10/12/2021  15:35:00.000","  2327850000","  70.5","-1e+040","  70.5","  70.5","1",
"10/12/2021  15:35:00.000","  2327900000","  70.6","-1e+040","  70.6","  70.6","1",
"10/12/2021  15:35:00.000","  2327950000","  71.4","-1e+040","  71.4","  71.4","1",
"10/12/2021  15:35:00.000","  2328000000","  75.3","-1e+040","  75.3","  75.3","1",
"10/12/2021  15:35:00.000","  2328050000","  76.3","-1e+040","  76.3","  76.3","1",
"10/12/2021  15:35:00.000","  2328100000","  75.5","-1e+040","  75.5","  75.5","1",
"10/12/2021  15:35:00.000","  2328150000","  75.6","-1e+040","  75.6","  75.6","1",
"10/12/2021  15:35:00.000","  2328200000","  74.9","-1e+040","  74.9","  74.9","1",
"10/12/2021  15:35:00.000","  2328250000","  75.2","-1e+040","  75.2","  75.2","1",
"10/12/2021  15:35:00.000","  2328300000","  76.5","-1e+040","  76.5","  76.5","1",
"10/12/2021  15:35:00.000","  2328350000","  77.3","-1e+040","  77.3","  77.3","1",
"10/12/2021  15:35:00.000","  2328400000","  76.2","-1e+040","  76.2","  76.2","1",
"10/12/2021  15:35:00.000","  2328450000","  76.0","-1e+040","  76.0","  76.0","1",
"10/12/2021  15:35:00.000","  2328500000","  77.0","-1e+040","  77.0","  77.0","1",
"10/12/2021  15:35:00.000","  2328550000","  75.5","-1e+040","  75.5","  75.5","1",
"10/12/2021  15:35:00.000","  2328600000","  75.5","-1e+040","  75.5","  75.5","1",
"10/12/2021  15:35:00.000","  2328650000","  75.2","-1e+040","  75.2","  75.2","1",
"10/12/2021  15:35:00.000","  2328700000","  74.3","-1e+040","  74.3","  74.3","1",
"10/12/2021  15:35:00.000","  2328750000","  75.6","-1e+040","  75.6","  75.6","1",
"10/12/2021  15:35:00.000","  2328800000","  75.3","-1e+040","  75.3","  75.3","1",
"10/12/2021  15:35:00.000","  2328850000","  75.5","-1e+040","  75.5","  75.5","1",
"10/12/2021  15:35:00.000","  2328900000","  77.3","-1e+040","  77.3","  77.3","1",
"10/12/2021  15:35:00.000","  2328950000","  77.2","-1e+040","  77.2","  77.2","1",
"10/12/2021  15:35:00.000","  2329000000","  77.2","-1e+040","  77.2","  77.2","1",
"10/12/2021  15:35:00.000","  2329050000","  76.8","-1e+040","  76.8","  76.8","1",
"10/12/2021  15:35:00.000","  2329100000","  75.9","-1e+040","  75.9","  75.9","1",
"10/12/2021  15:35:00.000","  2329150000","  75.2","-1e+040","  75.2","  75.2","1",
"10/12/2021  15:35:00.000","  2329200000","  76.6","-1e+040","  76.6","  76.6","1",
"10/12/2021  15:35:00.000","  2329250000","  76.8","-1e+040","  76.8","  76.8","1",
"10/12/2021  15:35:00.000","  2329300000","  78.4","-1e+040","  78.4","  78.4","1",
"10/12/2021  15:35:00.000","  2329350000","  80.0","-1e+040","  80.0","  80.0","1",
"10/12/2021  15:35:00.000","  2329400000","  80.9","-1e+040","  80.9","  80.9","1",
"10/12/2021  15:35:00.000","  2329450000","  80.8","-1e+040","  80.8","  80.8","1",
